16300		 3		 4		 9		
16500		 3		 5		 7		
16700		 4		 6		 7		
16900		 4		 5		 9		
17100		 3		 5		 7		
17300		 3		 5		 8		
17500		 3		 5		 7		
17700		 3		 5		 8		
17900		 4		 5		 9		
18100		 3		 6		 8		
18300		 3		 5		 8		
18500		 3		 5		 9		
18700		 4		 7		 8		
18900		 3		 5		 10		
19100		 5		 6		 8		
19300		 3		 6		 9		
19500		 4		 5		 8		
19700		 4		 6		 10		
19900		 4		 6		 9		
20100		 4		 6		 9		
20300		 4		 5		 9		
20500		 4		 6		 8		
20700		 4		 7		 9		
20900		 4		 6		 9		
21100		 4		 6		 10		
21300		 4		 7		 9		
21500		 5		 6		 10		
21700		 4		 6		 10		
21900		 4		 7		 9		
22100		 4		 6		 10		
22300		 5		 7		 10		
22500		 5		 7		 10		
22700		 5		 7		 10		
22900		 4		 7		 12		
23100		 4		 7		 10		
23300		 5		 7		 11		
23500		 5		 7		 10		
23700		 5		 7		 12		
23900		 5		 8		 11		
24100		 5		 8		 12		
24300		 5		 8		 11		
24500		 5		 7		 11		
24700		 5		 7		 13		
24900		 5		 8		 11		
25100		 5		 8		 13		
25300		 5		 8		 11		
25500		 5		 8		 13		
25700		 5		 7		 13		
25900		 5		 8		 16		
26100		 5		 8		 13		
26300		 5		 8		 12		
26500		 5		 8		 13		
26700		 5		 8		 13		
26900		 5		 8		 12		
27100		 5		 8		 13		
27300		 5		 8		 14		
27500		 6		 8		 12		
27700		 6		 8		 14		
27900		 5		 10		 12		
28100		 5		 9		 12		
28300		 6		 9		 14		
28500		 5		 9		 12		
28700		 6		 9		 13		
28900		 6		 9		 15		
29100		 6		 9		 14		
29300		 5		 9		 13		
29500		 6		 9		 15		
29700		 6		 10		 15		
29900		 7		 9		 14		
30100		 7		 9		 15		
30300		 6		 9		 15		
30500		 6		 11		 14		
30700		 7		 9		 14		
30900		 6		 10		 16		
31100		 7		 9		 15		
31300		 6		 9		 14		
31500		 6		 10		 14		
31700		 6		 10		 16		
31900		 7		 10		 16		
32100		 6		 10		 14		
32300		 6		 10		 15		
32500		 7		 10		 17		
32700		 7		 10		 16		
32900		 7		 10		 16		
33100		 7		 11		 15		
33300		 7		 10		 17		
33500		 7		 10		 23		
33700		 8		 10		 17		
33900		 7		 10		 18		
34100		 7		 10		 15		
34300		 7		 18		 16		
34500		 7		 11		 22		
34700		 7		 11		 18		
34900		 7		 18		 17		
35100		 7		 11		 17		
35300		 7		 11		 16		
35500		 8		 11		 17		
35700		 7		 11		 17		
35900		 8		 11		 18		
36100		 7		 11		 19		
36300		 7		 12		 18		
36500		 7		 11		 18		
36700		 7		 11		 17		
36900		 7		 11		 17		
37100		 8		 11		 25		
37300		 7		 12		 19		
37500		 8		 12		 19		
37700		 7		 12		 19		
37900		 8		 12		 19		
38100		 8		 12		 19		
38300		 8		 12		 19		
38500		 7		 12		 19		
38700		 8		 14		 18		
38900		 8		 12		 17		
39100		 8		 12		 18		
39300		 8		 12		 18		
39500		 8		 12		 20		
39700		 8		 13		 21		
39900		 8		 12		 20		
40100		 8		 13		 20		
40300		 9		 13		 20		
40500		 8		 12		 20		
40700		 8		 12		 20		
40900		 8		 13		 21		
41100		 9		 13		 21		
41300		 8		 13		 21		
41500		 8		 13		 20		
41700		 8		 13		 21		
41900		 9		 13		 21		
42100		 9		 13		 21		
42300		 8		 13		 21		
42500		 9		 13		 21		
42700		 9		 13		 21		
42900		 9		 13		 21		
43100		 9		 14		 22		
43300		 9		 13		 22		
43500		 9		 13		 23		
43700		 9		 13		 22		
43900		 9		 14		 23		
44100		 9		 16		 23		
44300		 9		 14		 24		
44500		 9		 15		 21		
44700		 10		 14		 24		
44900		 9		 14		 23		
45100		 9		 14		 24		
45300		 9		 15		 23		
45500		 14		 14		 23		
45700		 10		 15		 23		
45900		 10		 14		 24		
46100		 10		 15		 23		
46300		 14		 14		 24		
46500		 10		 16		 22		
46700		 9		 14		 23		
46900		 9		 15		 24		
47100		 14		 15		 24		
47300		 10		 14		 24		
47500		 10		 16		 25		
47700		 10		 15		 24		
47900		 10		 15		 22		
48100		 10		 16		 24		
48300		 15		 16		 25		
48500		 10		 16		 24		
48700		 11		 15		 24		
48900		 10		 16		 25		
49100		 10		 17		 25		
49300		 12		 16		 25		
49500		 11		 15		 25		
49700		 10		 16		 25		
49900		 10		 15		 25		
50100		 11		 16		 26		
50300		 15		 16		 26		
50500		 10		 16		 25		
50700		 11		 16		 27		
50900		 11		 16		 26		
51100		 11		 17		 27		
51300		 11		 17		 27		
51500		 11		 16		 28		
51700		 10		 17		 26		
51900		 11		 17		 27		
52100		 11		 17		 27		
52300		 11		 17		 27		
52500		 11		 17		 27		
52700		 11		 17		 27		
52900		 11		 17		 27		
53100		 11		 17		 27		
53300		 11		 16		 58		
53500		 11		 22		 27		
53700		 11		 17		 27		
53900		 11		 17		 27		
54100		 11		 17		 28		
54300		 12		 18		 28		
54500		 13		 18		 28		
54700		 12		 20		 29		
54900		 12		 18		 28		
55100		 12		 18		 28		
55300		 11		 18		 28		
55500		 11		 18		 29		
55700		 12		 17		 28		
55900		 11		 18		 29		
56100		 12		 19		 30		
56300		 12		 18		 29		
56500		 11		 18		 31		
56700		 12		 19		 30		
56900		 12		 18		 29		
57100		 12		 19		 29		
57300		 12		 18		 30		
57500		 12		 20		 30		
57700		 12		 19		 30		
57900		 12		 19		 29		
58100		 12		 19		 30		
58300		 13		 19		 30		
58500		 13		 19		 31		
58700		 12		 19		 31		
58900		 12		 19		 30		
59100		 13		 19		 31		
59300		 13		 19		 31		
59500		 13		 19		 30		
59700		 13		 19		 31		
59900		 13		 19		 62		
60100		 12		 19		 30		
60300		 13		 19		 31		
60500		 12		 19		 35		
60700		 13		 19		 32		
60900		 13		 20		 30		
61100		 13		 19		 34		
61300		 13		 21		 32		
61500		 13		 20		 31		
61700		 14		 20		 32		
61900		 13		 19		 32		
62100		 13		 20		 33		
62300		 13		 20		 39		
62500		 13		 20		 31		
62700		 13		 20		 33		
62900		 13		 20		 32		
63100		 18		 20		 35		
63300		 13		 20		 32		
63500		 13		 20		 34		
63700		 13		 20		 33		
63900		 13		 20		 32		
64100		 14		 20		 33		
64300		 14		 20		 33		
64500		 14		 21		 34		
64700		 13		 21		 69		
64900		 13		 21		 33		
65100		 13		 21		 37		
65300		 14		 21		 34		
65500		 14		 21		 36		
65700		 14		 22		 33		
65900		 14		 22		 35		
66100		 14		 21		 35		
66300		 14		 21		 43		
66500		 15		 23		 36		
66700		 14		 23		 34		
66900		 14		 22		 35		
67100		 14		 21		 36		
67300		 15		 22		 35		
67500		 15		 22		 35		
67700		 15		 21		 36		
67900		 14		 22		 38		
68100		 14		 22		 36		
68300		 14		 22		 72		
68500		 14		 22		 35		
68700		 25		 22		 35		
68900		 15		 22		 37		
69100		 15		 23		 36		
69300		 21		 23		 36		
69500		 15		 23		 38		
69700		 20		 23		 38		
69900		 15		 23		 39		
70100		 14		 23		 35		
70300		 15		 23		 43		
70500		 15		 24		 37		
70700		 15		 24		 36		
70900		 15		 23		 38		
71100		 15		 23		 38		
71300		 16		 24		 37		
71500		 15		 24		 70		
71700		 16		 23		 38		
71900		 15		 23		 38		
72100		 15		 25		 38		
72300		 16		 24		 37		
72500		 15		 23		 37		
72700		 24		 24		 40		
72900		 16		 23		 40		
73100		 16		 24		 38		
73300		 16		 24		 37		
73500		 15		 24		 38		
73700		 16		 24		 39		
73900		 16		 24		 39		
74100		 16		 33		 39		
74300		 17		 26		 70		
74500		 16		 25		 39		
74700		 16		 24		 40		
74900		 15		 24		 39		
75100		 17		 24		 39		
75300		 16		 32		 38		
75500		 16		 25		 39		
75700		 16		 24		 38		
75900		 17		 25		 40		
76100		 16		 25		 40		
76300		 16		 25		 41		
76500		 16		 25		 41		
76700		 17		 25		 39		
76900		 16		 35		 39		
77100		 16		 25		 77		
77300		 18		 25		 39		
77500		 29		 26		 40		
77700		 16		 25		 40		
77900		 16		 25		 57		
78100		 17		 26		 46		
78300		 17		 26		 41		
78500		 17		 35		 43		
78700		 16		 27		 42		
78900		 17		 26		 42		
79100		 18		 31		 43		
79300		 17		 38		 41		
79500		 17		 26		 42		
79700		 17		 26		 74		
79900		 24		 26		 41		
80100		 17		 27		 42		
80300		 17		 27		 41		
80500		 17		 26		 41		
80700		 17		 26		 42		
80900		 17		 26		 42		
81100		 17		 27		 43		
81300		 17		 26		 42		
81500		 17		 26		 45		
81700		 18		 26		 43		
81900		 17		 27		 44		
82100		 17		 26		 44		
82300		 17		 27		 44		
82500		 20		 32		 76		
82700		 17		 27		 44		
82900		 18		 27		 44		
83100		 17		 27		 44		
83300		 18		 28		 45		
83500		 23		 28		 44		
83700		 18		 27		 44		
83900		 18		 28		 45		
84100		 24		 28		 45		
84300		 18		 27		 45		
84500		 19		 27		 45		
84700		 18		 27		 73		
84900		 18		 28		 46		
85100		 18		 28		 45		
85300		 19		 28		 44		
85500		 18		 28		 45		
85700		 23		 28		 45		
85900		 19		 28		 46		
86100		 19		 28		 47		
86300		 20		 28		 46		
86500		 19		 28		 46		
86700		 19		 29		 46		
86900		 20		 31		 82		
87100		 24		 28		 47		
87300		 20		 28		 46		
87500		 19		 28		 47		
87700		 24		 29		 46		
87900		 19		 29		 47		
88100		 20		 33		 51		
88300		 19		 30		 47		
88500		 19		 40		 48		
88700		 24		 29		 48		
88900		 19		 29		 87		
89100		 19		 31		 46		
89300		 19		 30		 48		
89500		 19		 30		 48		
89700		 24		 31		 58		
89900		 19		 30		 49		
90100		 26		 30		 47		
90300		 19		 30		 48		
90500		 19		 30		 49		
90700		 24		 30		 49		
90900		 19		 32		 47		
91100		 19		 30		 82		
91300		 25		 30		 49		
91500		 24		 30		 49		
91700		 20		 30		 47		
91900		 20		 31		 50		
92100		 21		 30		 49		
92300		 20		 30		 49		
92500		 19		 35		 54		
92700		 20		 30		 53		
92900		 25		 31		 50		
93100		 20		 31		 96		
93300		 20		 31		 50		
93500		 21		 31		 50		
93700		 28		 31		 51		
93900		 20		 31		 50		
94100		 20		 31		 50		
94300		 31		 31		 51		
94500		 21		 31		 55		
94700		 20		 31		 51		
94900		 27		 34		 84		
95100		 21		 32		 52		
95300		 21		 31		 51		
95500		 20		 32		 51		
95700		 21		 32		 51		
95900		 21		 33		 51		
96100		 21		 32		 51		
96300		 21		 32		 52		
96500		 21		 32		 52		
96700		 21		 32		 89		
96900		 21		 34		 62		
97100		 21		 42		 52		
97300		 21		 33		 53		
97500		 21		 32		 52		
97700		 22		 33		 53		
97900		 21		 36		 62		
98100		 22		 33		 53		
98300		 21		 33		 62		
98500		 21		 32		 85		
98700		 21		 34		 52		
98900		 21		 33		 53		
99100		 21		 33		 53		
99300		 21		 33		 54		
